train_loss,val_loss,precision,recall,f1
1.3485713791666347,0.7358027288089846,0.8435871549913683,0.838971158999208,0.8412728251437195
0.5859398727033339,0.49167638790886814,0.8774864255161843,0.8758072609401374,0.8766460391433417
0.4470504339097524,0.41383242168729617,0.8885749934029386,0.8876192195787043,0.8880968493388737
0.390858002254536,0.3744172648313736,0.8956385790143313,0.8949968923225174,0.895317620691977
0.35895755112151473,0.349681325998803,0.9009288747031681,0.9003699713659348,0.9006493363268568
0.33742471461747786,0.33213250428602775,0.9051386492506228,0.9045443083889028,0.9048413812222642
0.32127552547988536,0.31859577045125353,0.9090213225336266,0.9084866282539703,0.9087538967427058
0.30834696301235753,0.30755399648107457,0.9120580337734102,0.9116157848986888,0.9118368557124067
0.2974664421934088,0.298139700147015,0.9139334445994786,0.9134541992205938,0.9136937590672852
0.2879472200043958,0.28992012455160643,0.9160333489254884,0.9156685821344219,0.9158509292099596
0.2794045278279386,0.28251470419907293,0.9171492082192355,0.9168931657850063,0.9170211691296526
0.2715563220925587,0.27578336075934085,0.9189899739154314,0.9187452343693201,0.9188675878458371
0.2642421998565683,0.26948581946393746,0.9211559356347994,0.9209162434947189,0.9210360739702774
0.2573692794612648,0.26361241388391304,0.9224977367910003,0.9222656921307275,0.9223816998669264
0.2508745268521456,0.258070658742151,0.924280508486242,0.9239838544394342,0.9241321576557396
0.2447411092650447,0.25279711934340854,0.9260935536011357,0.9258444832992788,0.9259690017012626
0.23891338174786966,0.24781914506094035,0.9269213878466622,0.9267133770417357,0.9268173707729421
0.2333322625828879,0.24304696893514724,0.9283711119569548,0.9281805154398788,0.9282758039149472
0.22798599536523512,0.23854473639270726,0.9298410658451264,0.9296278393831571,0.9297344403887358
0.2229186298766496,0.2342973448394795,0.9308111721478198,0.9305803553515496,0.9306957494387801
0.2180775933973668,0.23025768875904065,0.9319937469047211,0.9317905313780539,0.9318921280627047
0.21345930509914435,0.22640114346588175,0.9326950450012088,0.9325173155505869,0.9326061718082944
0.20905288947583853,0.22272495803418807,0.9334143219426461,0.9332455725834589,0.933329939635432
0.2048117314422777,0.2191651150394334,0.9342889450445501,0.9341524220522486,0.9342206785606786
0.20072108788076062,0.21578040150515465,0.9351818093640976,0.9350176730776318,0.9350997340182319
0.19675875887937472,0.21248863879923796,0.9354673863803494,0.9352810101604583,0.9353741889863935
0.19292947047934447,0.2093471099298728,0.9367433293238617,0.9366122815572991,0.936677800856956
0.18920749452684663,0.20629251381517305,0.9373586803771973,0.9372125827575084,0.9372856258741805
0.1855875063085038,0.20332886489019952,0.9386821165249026,0.9385325226460676,0.938607313624971
0.18208389792887977,0.20047603316170895,0.9400010608384278,0.9398198384975716,0.9399104409327161
0.17870623262749968,0.19770539448853997,0.9402411340664815,0.9400710449220118,0.9401560818012907
0.17543840950485684,0.1950681340671288,0.9409463587545241,0.9407889869116959,0.9408676662525096
0.1722790815708485,0.19251188639723227,0.9421413060160742,0.9420289417258727,0.9420851205204976
0.16921021711326867,0.19001382265436675,0.9431978562286817,0.9431363595343625,0.9431671068790902
0.16622768614033204,0.18760028550493651,0.944493577990287,0.9444170037783115,0.944455289332185
0.16332371656662936,0.18528909309629463,0.9451041831617422,0.9450068268506391,0.9450555024988639
0.160505048427457,0.18303514836841206,0.9457074088154076,0.9456216363054282,0.9456645206155095
0.15777089162334645,0.18082623802324474,0.9462005730704609,0.9460691185296668,0.9461348412340402
0.15511688646052235,0.17869017235554202,0.9475172697493999,0.9473760224691571,0.9474466408449203
0.15253600154741417,0.17656997530329613,0.9476405743116686,0.9474999382064556,0.9475702510408437
0.15002230039262893,0.17451189287809254,0.9481390584843681,0.9479770217071934,0.948058033172176
0.1475768683431808,0.17252683943496336,0.9487327889239241,0.9485947950229369,0.9486637869552362
0.1452085021416702,0.1706112145078534,0.9495659522163746,0.9494794376124644,0.9495226929437514
0.14290168758274738,0.16875093174895373,0.9498243849180732,0.9497135364073552,0.9497689574284033
0.14064809180247426,0.1669507113125362,0.9501803471258693,0.9500451359014305,0.9501127367031483
0.1384657846910703,0.165197937031203,0.9503114087248207,0.9501720394547298,0.950241718979551
0.13634600241840883,0.16352009167060963,0.9507988712201729,0.9506625018702172,0.9507306816551142
0.134281445518976,0.16185978923358707,0.9513762052309931,0.9512451779403511,0.9513106870739623
0.13226690051082396,0.16024455754473702,0.951955785646807,0.9518703987070035,0.9519130902620957
0.13031233989572788,0.15868825741417167,0.9520759931995217,0.9519973022603029,0.9520366461038552
0.12839575541331918,0.15718432898710746,0.9523337240711909,0.9522365140831889,0.9522851165963725
0.12652235132392034,0.15572446343484908,0.952820162134774,0.9527330485736492,0.9527766033629861
0.12469553491147,0.15429431443142336,0.9536855846871305,0.9535908098419794,0.9536381949098174
0.12291010909029856,0.1528782276491367,0.9540276177046272,0.9539541555503426,0.9539908852132449
0.12116527122420898,0.15150307018285233,0.9547514915361688,0.9546874484174539,0.9547194689027992
0.11946173258428007,0.15015916248288483,0.9552664155122661,0.9551696454227658,0.9552180280166487
0.11779956913944856,0.1488711025652864,0.9557573767591429,0.9556645096149914,0.9557109409310747
0.11618198439905784,0.14762406882845405,0.9561199949851595,0.9560194929936291,0.9560697413482034
0.11459404501611022,0.14637179571718034,0.9567023922435547,0.9566464533564444,0.9566744219822817
0.11304480569098922,0.14515637727428204,0.9569532461596744,0.9568868815482938,0.9569200627033494
0.11152798886658113,0.14399018081803197,0.9570900728265374,0.9569912009789062,0.9570406343491097
0.1100454525294846,0.14284318067793153,0.9576116234840679,0.9574508753964729,0.957531242693768
0.10859838611566928,0.1417298073352396,0.9577585226294743,0.9575698323599993,0.9576641682002422
0.10717220342929305,0.14065581361604731,0.9578812389395877,0.9576886440065617,0.9577849317911497
0.10577980611077581,0.13961031099537768,0.9581500662846294,0.9579141231497411,0.9580320801902287
0.10441777635323526,0.13860676135081687,0.9582280702051824,0.9580730302393144,0.9581505439504284
0.10307763722552887,0.13761099464175372,0.9587154955616907,0.9585924415955814,0.9586539646297977
0.10176610378491019,0.13663919706528577,0.9589652584344135,0.9588179207387606,0.958891583926824
0.1004828875459882,0.13569411459876762,0.9590697484081365,0.9589431640194345,0.959006452036648
0.09922152767172006,0.1347721859900511,0.9595570459727194,0.9594395691746174,0.9594983039778313
0.0979867948462272,0.13387928101938923,0.9596765751849577,0.9595609283979185,0.9596187483071953
0.09677685477927743,0.1330250220748995,0.9596826826705023,0.9595609283979185,0.9596218016722455
0.09558544266931926,0.13217156694835674,0.9605189358596787,0.9604075897303964,0.9604632595679593
0.09441997802685699,0.131336452545296,0.9610140323768958,0.9609088505915888,0.9609614386060811
0.09327068718017659,0.13053171235479835,0.9612448995136246,0.9611458174162333,0.9611953559115297
0.09214984026768697,0.12974378418644802,0.9613638483551702,0.9612727209695329,0.9613182825027649
0.09105546944226471,0.12898918591146843,0.9614828607592198,0.9613880612232814,0.9614354586543928
0.08998294709374079,0.1282411439203418,0.9612304208318954,0.9611372419326834,0.9611838291240565
0.08892655091666463,0.12751011997995434,0.9612304208318954,0.9611372419326834,0.9611838291240565
0.08789452186128897,0.12680830399013604,0.9617081222928073,0.9616536654729494,0.9616808931119508
0.08687878058364792,0.12610661160807965,0.9617056177011938,0.9616679841854612,0.9616868005751511
0.08588666015911152,0.12544379665518748,0.9617171703911275,0.9616679841854612,0.9616925766593817
0.08490867028638431,0.12477075220781136,0.9618257295320225,0.9618007863102951,0.9618132577594423
0.08395077848781092,0.12414037776255042,0.9619554319047747,0.9619192697226175,0.9619373504738342
0.08300938917474746,0.12350854899197648,0.9624595523801617,0.9623775945972479,0.9624185717438616
0.0820852551405442,0.1229050142828311,0.9626832031381524,0.9626199937468687,0.9626515974049006
0.08117850696635125,0.12230931935259445,0.9629353967243495,0.9628689974222684,0.9629021959286269
0.0802907965019955,0.1217220691027338,0.9629219384492776,0.9628796994250022,0.9629008184739211
0.07940970861600505,0.12116753166485933,0.963038656860018,0.9630003266867634,0.9630194913919855
0.07855111082218316,0.12062668452309178,0.9632797300968333,0.9632351663804531,0.9632574477232242
0.07770408471092967,0.12008750684747756,0.9632797300968333,0.9632351663804531,0.9632574477232242
0.07687129342255693,0.11954169927506007,0.9632797300968333,0.9632351663804531,0.9632574477232242
0.07605134978375312,0.11902141385854756,0.963523435265382,0.9634692651753438,0.9634963494589696
0.07525118994302858,0.11852752581140025,0.963523435265382,0.9634692651753438,0.9634963494589696
0.07445794143020062,0.11802427262902748,0.9635198701393239,0.9634639781673311,0.963491923342757
0.07367411084442449,0.11754974109363411,0.9636402243375611,0.9635853373906322,0.9636127800825128
0.07291197437835972,0.11706863492613917,0.9636355936892651,0.9635703736470468,0.9636029825645755
0.07215716364829695,0.11660264480562574,0.9637705260030058,0.963721756225244,0.9637461404971339
0.07141752816505463,0.11613982417507325,0.9640140164256301,0.963975917573379,0.9639949666230705
0.07068388443072413,0.11569122225049383,0.9642626251204336,0.9642201178175792,0.9642413710005369
0.06996844173170183,0.11525709039093832,0.964369965854236,0.9643422179396793,0.9643560916973564
0.06925728184018638,0.11484747762260414,0.9646193437693746,0.9645796583155279,0.9645995006342676
0.06856144419236784,0.11443381098877942,0.9647428470866952,0.9646923978871176,0.9647176218273554
0.06787408149074033,0.11403381656302415,0.9649903229375836,0.9649320410120067,0.9649611810947641
0.06720236261387867,0.1136385510742971,0.9651144002909218,0.9650526682737679,0.9650835332951655
0.06653891506936056,0.11324806408654392,0.965244740487749,0.9651654078453575,0.9652050725364159
0.06588928715815011,0.11285818477384064,0.9657089527885985,0.9656324863762823,0.9656707180686966
0.06524619055942325,0.1124937599966005,0.9657089527885985,0.9656324863762823,0.9656707180686966
0.06461452193746166,0.11212433526347008,0.9658301140307073,0.9657545864983824,0.9657923487879312
0.0639901332043785,0.11176029086580662,0.96582155312067,0.9657687504800923,0.9657951510786652
0.0633732808465711,0.11141959123403072,0.9660542381205858,0.965996185886128,0.9660252111312104
0.0627692907208706,0.11106819600516599,0.9663035147965383,0.9662216650293072,0.9662625881795988
0.062168706203462216,0.11072416473398533,0.9663035147965383,0.9662216650293072,0.9662625881795988
0.061577831613146394,0.11039097764537288,0.9661972893006471,0.9661003058060063,0.9661487951194887
0.060999417449496524,0.11006463068847869,0.9661972893006471,0.9661003058060063,0.9661487951194887
0.060424794594890446,0.10977162258899509,0.9663048067071782,0.9662130453775959,0.9662589238638453
0.05985535467112005,0.10944717519590504,0.9664198066531542,0.9663257849491856,0.9663727935142469
0.0592942786968282,0.10915853646276358,0.9664257799978959,0.9663257849491856,0.9663757798868114
0.058747917942203465,0.10886755394335382,0.9666894138578442,0.9665598837440761,0.9666246444616206
0.05820270210654806,0.10857837147442076,0.9669416118565575,0.9668021275511242,0.9668718646732178
0.057668127150078435,0.10830147090180403,0.9668228330067727,0.9666693254262902,0.966746073122745
0.057145023245416315,0.10801601016376294,0.9672070822108523,0.9670334120334523,0.9671202393254665
0.0566156112048989,0.10773989633624415,0.9672070822108523,0.9670334120334523,0.9671202393254665
0.05610959420115333,0.10746685439538606,0.9670752739858223,0.9669206724618629,0.9669979670445041
0.0556031856070863,0.10721080974226409,0.9670752739858223,0.9669206724618629,0.9669979670445041
0.0551046683130791,0.10695861582161333,0.9671939152429315,0.9670334120334523,0.9671136569788713
0.054610009590964466,0.10669536958068604,0.9673155985418671,0.9671662141582864,0.9672409005822029
0.05412247040702016,0.10643913529410938,0.9669631878789554,0.9667980981767876,0.9668806359808254
0.0536411014499371,0.10619423152220317,0.9670795244066678,0.9669194574000886,0.9669994842794227
0.0531629755937131,0.10596070561950463,0.9670804434759587,0.966912697531737,0.96699656322908
0.052694301669069646,0.10573308231503649,0.9670573274058645,0.9669187165012894,0.9669880169863534
0.052230662499445905,0.10548748307756875,0.9671829894197426,0.967034056755038,0.9671085173535614
0.051769787486817744,0.10526535575438907,0.9673017527916308,0.9671668588798721,0.9672343011325562
0.051318551557981734,0.10503670612293682,0.967545538360722,0.9674042992557205,0.9674749136534404
0.05087569392297159,0.10484021895818582,0.9674384964450438,0.9672714971308866,0.9673549895804843
0.050431779152126315,0.1046081534362792,0.9679167734530241,0.9677709334396212,0.9678438479523296
0.04999674621206098,0.10441121384401751,0.9679281717119725,0.967754212467335,0.967841184272819
0.049568033297352335,0.10422565311073155,0.9678080178238424,0.9676206694437017,0.9677143345661646
0.049143397145666255,0.1040108828001892,0.9681536475020174,0.9680023548459176,0.9680779952629076
0.048724609581889906,0.10382041261714256,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04830546905148455,0.10362688223498548,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04790055983352287,0.10342494249068343,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04748999747920502,0.10324343589716194,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04709161921949615,0.10306648505988443,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04669675068669909,0.10289623433220056,0.9680467705226736,0.9678695527210834,0.9679581535104357
0.04630720828437841,0.10271951542370852,0.9681637211230999,0.967993468458382,0.9680785873053028
0.045922725137397424,0.1025397725894998,0.9680418020232512,0.967872109235081,0.9679569481919444
0.045538196521142014,0.1023842482823846,0.9680424660706219,0.96788328540079,0.9679628691914247
0.04515775336483992,0.10220651629502944,0.9679101591576981,0.9677593696634915,0.9678347585373114
0.04478684986005786,0.10205695176772242,0.9680341063198104,0.9678747099172401,0.967954401556436
0.04441738702368748,0.10190742783770786,0.9681491289072076,0.9679986256545388,0.9680738714313121
0.04405133862062491,0.10173975803718911,0.9681346608927303,0.9680016134705396,0.9680681326102583
